customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass,R_Score,F_Score,M_Score,RFMClass_text,Segment,Segment_Sort
Tiana Greenholt,1,80,41,4,4,4,444,1,3,2,132,Regular,5
Tiana Koepp PhD,1,27,29,2,4,4,244,3,3,1,331,Regular,5
Tiana Senger,1,88,67,4,4,3,443,1,3,3,133,Big Spenders,3
Tianna Schmeler,4,23,179,2,1,1,211,4,5,5,455,VIP,1
Tianna Spencer MD,1,47,38,3,4,4,344,2,3,1,231,Regular,5
Tianna Swaniawski,2,6,95,1,2,2,122,5,5,4,554,VIP,1
Tiarra Ebert,1,6,40,1,4,4,144,5,3,2,532,Loyal,2
Tiarra Eichmann,5,19,238,2,1,1,211,4,5,5,455,VIP,1
Tierra Hayes,1,8,79,1,4,2,142,5,3,4,534,Loyal,2
Tiesha Hodkiewicz,1,90,38,4,4,4,444,1,3,1,131,Regular,5
Tiesha White MD,1,47,34,3,4,4,344,2,3,1,231,Regular,5
Tiffanie Johnston,1,49,39,3,4,4,344,2,3,2,232,Regular,5
Tiffany Jakubowski MD,2,11,74,1,2,2,122,4,5,3,453,Loyal,2
Tiffany Murphy,1,27,42,2,4,4,244,3,3,2,332,Regular,5
Tiffany Murray,2,35,115,2,2,1,221,3,5,4,354,Big Spenders,3
Tilda Rice,1,49,62,3,4,3,343,2,3,3,233,Big Spenders,3
Tilden Hermann,1,89,42,4,4,4,444,1,3,2,132,Regular,5
Tilden Shanahan,8,38,379,2,1,1,211,3,5,5,355,Big Spenders,3
Tilla Emard,1,67,59,4,4,3,443,1,3,3,133,Big Spenders,3
Tilla Kilback DVM,2,11,131,1,2,1,121,4,5,5,455,VIP,1
Tillie Purdy,1,67,54,4,4,3,443,1,3,2,132,Regular,5
Tillie Will,1,3,59,1,4,3,143,5,3,3,533,Loyal,2
Tillman Mayer,2,11,121,1,2,1,121,4,5,4,454,VIP,1
Tillman Stroman,2,11,66,1,2,3,123,4,5,3,453,Loyal,2
Tilman Murazik,1,64,30,4,4,4,444,2,3,1,231,Regular,5
Tim Pacocha,1,62,31,4,4,4,444,2,3,1,231,Regular,5
Timmie Gibson,2,40,106,3,2,2,322,3,5,4,354,Big Spenders,3
Timmie Jacobi II,1,67,62,4,4,3,443,1,3,3,133,Big Spenders,3
Timmie Ruecker,1,86,63,4,4,3,443,1,3,3,133,Big Spenders,3
Timmothy Jones,1,52,35,3,4,4,344,2,3,1,231,Regular,5
Timmothy Waters,3,5,170,1,1,1,111,5,5,5,555,VIP,1
Timmy Hahn,1,36,29,2,4,4,244,3,3,1,331,Regular,5
Timmy Quitzon,1,47,71,3,4,2,342,2,3,3,233,Big Spenders,3
Tina Ankunding,3,6,139,1,1,1,111,5,5,5,555,VIP,1
Tina Champlin,1,30,66,2,4,3,243,3,3,3,333,Big Spenders,3
Tinie Crona,1,10,38,1,4,4,144,4,3,1,431,Loyal,2
Tinie Rutherford DVM,1,42,34,3,4,4,344,3,3,1,331,Regular,5
Tinnie Tillman,1,25,76,2,4,2,242,4,3,4,434,Loyal,2
Tiny Hane,2,59,142,3,2,1,321,2,5,5,255,Big Spenders,3
Tiny McLaughlin,1,7,61,1,4,3,143,5,3,3,533,Loyal,2
Tisa Bechtelar,2,20,139,2,2,1,221,4,5,5,455,VIP,1
Tisa Conn,1,18,74,2,4,2,242,4,3,3,433,Loyal,2
Tisa Mosciski,1,47,26,3,4,4,344,2,3,1,231,Regular,5
Tisa Stoltenberg,2,36,96,2,2,2,222,3,5,4,354,Big Spenders,3
Tisha Marks,1,6,56,1,4,3,143,5,3,2,532,Loyal,2
Tishie Macejkovic,1,45,30,3,4,4,344,3,3,1,331,Regular,5
Tito Casper,1,32,34,2,4,4,244,3,3,1,331,Regular,5
Tito Goyette II,1,21,80,2,4,2,242,4,3,4,434,Loyal,2
Tito Jakubowski,1,46,70,3,4,2,342,2,3,3,233,Big Spenders,3
Tito Kling,1,43,40,3,4,4,344,3,3,2,332,Regular,5
Tobe Hahn,1,8,74,1,4,2,142,5,3,3,533,Loyal,2
Tobe Hilll,1,9,78,1,4,2,142,5,3,4,534,Loyal,2
Tobe Marks PhD,1,6,56,1,4,3,143,5,3,2,532,Loyal,2
Tobe Vandervort,3,14,119,2,1,1,211,4,5,4,454,VIP,1
Tobe Wyman,1,83,20,4,4,4,444,1,3,1,131,Regular,5
Tobi Crist,1,11,48,1,4,3,143,4,3,2,432,Loyal,2
Tobias Koepp,5,10,291,1,1,1,111,4,5,5,455,VIP,1
Tobias McKenzie,1,34,34,2,4,4,244,3,3,1,331,Regular,5
Tobie Brekke,1,27,71,2,4,2,242,3,3,3,333,Big Spenders,3
Tobie Carroll,3,38,130,2,1,1,211,3,5,5,355,Big Spenders,3
Tobin Upton,1,19,32,2,4,4,244,4,3,1,431,Loyal,2
Toby Boyle,1,12,70,1,4,2,142,4,3,3,433,Loyal,2
Toby Maggio V,2,59,124,3,2,1,321,2,5,5,255,Big Spenders,3
Toccara Hermiston,1,80,28,4,4,4,444,1,3,1,131,Regular,5
Toccara Lebsack,2,44,129,3,2,1,321,3,5,5,355,Big Spenders,3
Tod Bosco III,3,81,92,4,1,2,412,1,5,4,154,Big Spenders,3
Tod Hagenes,1,26,44,2,4,4,244,3,3,2,332,Regular,5
Todd Mante,1,5,46,1,4,3,143,5,3,2,532,Loyal,2
Tolbert Bednar,1,27,47,2,4,3,243,3,3,2,332,Regular,5
Tolbert Nikolaus,1,85,57,4,4,3,443,1,3,2,132,Regular,5
Tom Hills,1,72,28,4,4,4,444,1,3,1,131,Regular,5
Tom Wilkinson,2,37,79,2,2,2,222,3,5,4,354,Big Spenders,3
Toma Kihn,5,14,278,2,1,1,211,4,5,5,455,VIP,1
Tomasa Mayert,2,87,71,4,2,2,422,1,5,3,153,Big Spenders,3
Tomeka Larkin DVM,2,48,92,3,2,2,322,2,5,4,254,Big Spenders,3
Tomeka Mills,5,4,243,1,1,1,111,5,5,5,555,VIP,1
Tomeka Nikolaus,1,6,71,1,4,2,142,5,3,3,533,Loyal,2
Tomeka Turner,1,52,43,3,4,4,344,2,3,2,232,Regular,5
Tomie Graham,1,21,22,2,4,4,244,4,3,1,431,Loyal,2
Tomika Koepp,1,89,67,4,4,3,443,1,3,3,133,Big Spenders,3
Tomika Schroeder,1,56,71,3,4,2,342,2,3,3,233,Big Spenders,3
Tommie Gleason,5,2,177,1,1,1,111,5,5,5,555,VIP,1
Tommie Ledner,1,44,65,3,4,3,343,3,3,3,333,Big Spenders,3
Tommie Paucek,1,32,27,2,4,4,244,3,3,1,331,Regular,5
Toney Hickle,1,80,40,4,4,4,444,1,3,2,132,Regular,5
Toney Marvin,1,53,20,3,4,4,344,2,3,1,231,Regular,5
Toni Dach,1,12,42,1,4,4,144,4,3,2,432,Loyal,2
Toni Kuphal,1,80,75,4,4,2,442,1,3,4,134,Big Spenders,3
Tonia Gleason,4,17,177,2,1,1,211,4,5,5,455,VIP,1
Tonia Osinski DVM,3,72,86,4,1,2,412,1,5,4,154,Big Spenders,3
Tonja Blick,1,54,39,3,4,4,344,2,3,2,232,Regular,5
Tonja Ebert,2,51,85,3,2,2,322,2,5,4,254,Big Spenders,3
Tonja Hettinger,1,68,53,4,4,3,443,1,3,2,132,Regular,5
Tony Johnson,1,3,61,1,4,3,143,5,3,3,533,Loyal,2
Tony Steuber,2,21,62,2,2,3,223,4,5,3,453,Loyal,2
Torey O'Keefe,4,14,202,2,1,1,211,4,5,5,455,VIP,1
Torey Treutel,7,3,350,1,1,1,111,5,5,5,555,VIP,1
Tori Bailey,2,48,124,3,2,1,321,2,5,5,255,Big Spenders,3
Tori Goldner,1,6,25,1,4,4,144,5,3,1,531,Loyal,2
Tori Mraz,1,42,79,3,4,2,342,3,3,4,334,Big Spenders,3
Toriano DuBuque,1,20,21,2,4,4,244,4,3,1,431,Loyal,2
Torie Gorczany,2,47,118,3,2,1,321,2,5,4,254,Big Spenders,3
Torie Ziemann,1,33,37,2,4,4,244,3,3,1,331,Regular,5
Torrance Aufderhar,1,36,38,2,4,4,244,3,3,1,331,Regular,5
Torrance Pollich,3,13,122,2,1,1,211,4,5,4,454,VIP,1
Torrey Kessler,1,45,79,3,4,2,342,3,3,4,334,Big Spenders,3
Torrey McKenzie,1,75,43,4,4,4,444,1,3,2,132,Regular,5
Torrie Gaylord,1,67,50,4,4,3,443,1,3,2,132,Regular,5
Torrie Hartmann MD,4,15,221,2,1,1,211,4,5,5,455,VIP,1
Torry Connelly,2,1,131,1,2,1,121,5,5,5,555,VIP,1
Torry Murazik,4,12,227,1,1,1,111,4,5,5,455,VIP,1
Torry Reynolds,4,22,193,2,1,1,211,4,5,5,455,VIP,1
Tory Smith,7,6,330,1,1,1,111,5,5,5,555,VIP,1
Tosha Mitchell,1,46,35,3,4,4,344,2,3,1,231,Regular,5
Toshiko Bechtelar,5,11,255,1,1,1,111,4,5,5,455,VIP,1
Toshiko Beer,1,17,20,2,4,4,244,4,3,1,431,Loyal,2
Toshio Brekke,2,80,118,4,2,1,421,1,5,4,154,Big Spenders,3
Towanda Kemmer,2,47,46,3,2,3,323,2,5,2,252,Regular,5
Toy Gibson,1,74,33,4,4,4,444,1,3,1,131,Regular,5
Toy Hyatt,1,8,38,1,4,4,144,5,3,1,531,Loyal,2
Toya Runolfsdottir,1,50,27,3,4,4,344,2,3,1,231,Regular,5
Trace Hintz DVM,2,3,71,1,2,2,122,5,5,3,553,Loyal,2
Trace Nikolaus Jr.,1,36,35,2,4,4,244,3,3,1,331,Regular,5
Tracey DuBuque MD,2,24,119,2,2,1,221,4,5,4,454,VIP,1
Tracey Effertz,2,85,70,4,2,2,422,1,5,3,153,Big Spenders,3
Tracey Hayes,1,8,75,1,4,2,142,5,3,4,534,Loyal,2
Tracey Mann,1,72,53,4,4,3,443,1,3,2,132,Regular,5
Tracey Satterfield,1,80,70,4,4,2,442,1,3,3,133,Big Spenders,3
Tracey Wuckert,1,31,73,2,4,2,242,3,3,3,333,Big Spenders,3
Traci Ritchie,3,45,147,3,1,1,311,3,5,5,355,Big Spenders,3
Traci Rowe,12,12,669,1,1,1,111,4,5,5,455,VIP,1
Traci Stoltenberg PhD,2,10,58,1,2,3,123,4,5,3,453,Loyal,2
Tracy Feest,1,71,36,4,4,4,444,1,3,1,131,Regular,5
Tracy King,1,52,23,3,4,4,344,2,3,1,231,Regular,5
Tracy Lang,1,18,29,2,4,4,244,4,3,1,431,Loyal,2
Tracy Quigley,1,53,62,3,4,3,343,2,3,3,233,Big Spenders,3
Trae Koepp,2,40,121,3,2,1,321,3,5,4,354,Big Spenders,3
Trae Strosin IV,1,52,43,3,4,4,344,2,3,2,232,Regular,5
Travis Cartwright,3,42,180,3,1,1,311,3,5,5,355,Big Spenders,3
Trayvon Little I,1,67,26,4,4,4,444,1,3,1,131,Regular,5
Treena Spinka,1,5,32,1,4,4,144,5,3,1,531,Loyal,2
Tremaine Boyle MD,3,46,173,3,1,1,311,2,5,5,255,Big Spenders,3
Trent Crist,3,2,133,1,1,1,111,5,5,5,555,VIP,1
Trent Kuhn,6,4,246,1,1,1,111,5,5,5,555,VIP,1
Trent Turcotte,1,75,45,4,4,3,443,1,3,2,132,Regular,5
Trenten Ebert,1,13,26,2,4,4,244,4,3,1,431,Loyal,2
Trenten Harris,1,32,33,2,4,4,244,3,3,1,331,Regular,5
Trenten Toy,1,88,38,4,4,4,444,1,3,1,131,Regular,5
Trenton Bartoletti,1,22,47,2,4,3,243,4,3,2,432,Loyal,2
Trenton Gleichner,2,62,77,4,2,2,422,2,5,4,254,Big Spenders,3
Trenton Schamberger,2,40,85,3,2,2,322,3,5,4,354,Big Spenders,3
Trenton Thompson,1,69,58,4,4,3,443,1,3,3,133,Big Spenders,3
Tresa Grady MD,1,37,68,2,4,2,242,3,3,3,333,Big Spenders,3
Tressa Crona,1,74,25,4,4,4,444,1,3,1,131,Regular,5
Tressa Walter PhD,1,79,21,4,4,4,444,1,3,1,131,Regular,5
Tressie Buckridge DDS,1,51,57,3,4,3,343,2,3,2,232,Regular,5
Tressie Leuschke,1,57,68,3,4,2,342,2,3,3,233,Big Spenders,3
Trever Stanton,2,38,81,2,2,2,222,3,5,4,354,Big Spenders,3
Trever Zemlak,1,46,73,3,4,2,342,2,3,3,233,Big Spenders,3
Trevin Emmerich,2,6,131,1,2,1,121,5,5,5,555,VIP,1
Trevion Effertz,1,3,56,1,4,3,143,5,3,2,532,Loyal,2
Trevion Schroeder,1,47,22,3,4,4,344,2,3,1,231,Regular,5
Trevon Schamberger,1,89,67,4,4,3,443,1,3,3,133,Big Spenders,3
Trevor Dickinson PhD,3,72,142,4,1,1,411,1,5,5,155,Big Spenders,3
Trevor Sipes Jr.,2,6,87,1,2,2,122,5,5,4,554,VIP,1
Trevor Terry,3,36,143,2,1,1,211,3,5,5,355,Big Spenders,3
Trey Gorczany DDS,1,47,75,3,4,2,342,2,3,4,234,Big Spenders,3
Treyton Raynor,4,4,175,1,1,1,111,5,5,5,555,VIP,1
Treyvon Morissette,2,6,157,1,2,1,121,5,5,5,555,VIP,1
Treyvon Schaden,1,30,46,2,4,3,243,3,3,2,332,Regular,5
Tricia Bosco,1,44,61,3,4,3,343,3,3,3,333,Big Spenders,3
Tricia Friesen DVM,5,40,159,3,1,1,311,3,5,5,355,Big Spenders,3
Tricia Russel MD,2,10,103,1,2,2,122,4,5,4,454,VIP,1
Tricia Wilderman,1,67,29,4,4,4,444,1,3,1,131,Regular,5
Trilby Tremblay,1,71,62,4,4,3,443,1,3,3,133,Big Spenders,3
Trina Gaylord DDS,2,47,129,3,2,1,321,2,5,5,255,Big Spenders,3
Trina Harvey,2,46,96,3,2,2,322,2,5,4,254,Big Spenders,3
Trinidad Little,1,47,64,3,4,3,343,2,3,3,233,Big Spenders,3
Trinidad Witting,1,6,78,1,4,2,142,5,3,4,534,Loyal,2
Trinity Kirlin,1,67,20,4,4,4,444,1,3,1,131,Regular,5
Tripp Abshire,2,36,111,2,2,1,221,3,5,4,354,Big Spenders,3
Trish Collier,1,35,39,2,4,4,244,3,3,2,332,Regular,5
Trish Schinner,2,6,140,1,2,1,121,5,5,5,555,VIP,1
Tristan Hayes,1,89,76,4,4,2,442,1,3,4,134,Big Spenders,3
Tristen Fahey,2,38,141,2,2,1,221,3,5,5,355,Big Spenders,3
Tristen Kuphal,1,86,80,4,4,2,442,1,3,4,134,Big Spenders,3
Tristen Murray,2,22,95,2,2,2,222,4,5,4,454,VIP,1
Tristian Legros,4,5,211,1,1,1,111,5,5,5,555,VIP,1
Tristin Price,8,23,446,2,1,1,211,4,5,5,455,VIP,1
Triston Fisher II,2,4,122,1,2,1,121,5,5,4,554,VIP,1
Triston Ledner Jr.,2,69,46,4,2,3,423,1,5,2,152,Regular,5
Triston Mills,3,9,156,1,1,1,111,5,5,5,555,VIP,1
Triston Wunsch,3,1,151,1,1,1,111,5,5,5,555,VIP,1
Trudie Mraz,2,19,75,2,2,2,222,4,5,4,454,VIP,1
Trudy Stokes,2,18,120,2,2,1,221,4,5,4,454,VIP,1
True Conroy,7,39,361,3,1,1,311,3,5,5,355,Big Spenders,3
Trula Carter,3,5,152,1,1,1,111,5,5,5,555,VIP,1
Truman Lind,2,17,98,2,2,2,222,4,5,4,454,VIP,1
Trystan Block III,2,41,98,3,2,2,322,3,5,4,354,Big Spenders,3
Trystan Kub,1,47,43,3,4,4,344,2,3,2,232,Regular,5
Trystan Wisoky,4,47,218,3,1,1,311,2,5,5,255,Big Spenders,3
Tuan Terry,1,88,59,4,4,3,443,1,3,3,133,Big Spenders,3
Tula Jacobs,3,4,178,1,1,1,111,5,5,5,555,VIP,1
Tula Ruecker,3,12,125,1,1,1,111,4,5,5,455,VIP,1
Turner Lowe,1,21,66,2,4,3,243,4,3,3,433,Loyal,2
Twila Yundt,1,26,35,2,4,4,244,3,3,1,331,Regular,5
Twyla Schmidt,3,44,103,3,1,2,312,3,5,4,354,Big Spenders,3
Twyla Zemlak,2,23,115,2,2,1,221,4,5,4,454,VIP,1
Ty Konopelski,1,69,57,4,4,3,443,1,3,2,132,Regular,5
Ty Orn,5,79,280,4,1,1,411,1,5,5,155,Big Spenders,3
Ty Paucek,5,11,244,1,1,1,111,4,5,5,455,VIP,1
Tye Gulgowski,1,77,74,4,4,2,442,1,3,3,133,Big Spenders,3
Tye Wisoky,6,6,324,1,1,1,111,5,5,5,555,VIP,1
Tyesha Fahey,18,5,918,1,1,1,111,5,5,5,555,VIP,1
Tyesha Willms,2,12,69,1,2,2,122,4,5,3,453,Loyal,2
Tyler Heathcote,1,6,45,1,4,3,143,5,3,2,532,Loyal,2
Tyler Larson,1,46,37,3,4,4,344,2,3,1,231,Regular,5
Tylor Dach,1,47,67,3,4,3,343,2,3,3,233,Big Spenders,3
Tylor Goyette,3,67,160,4,1,1,411,1,5,5,155,Big Spenders,3
Tylor Kling,1,22,60,2,4,3,243,4,3,3,433,Loyal,2
Tylor Zboncak,1,87,37,4,4,4,444,1,3,1,131,Regular,5
Tyquan Frami,1,42,66,3,4,3,343,3,3,3,333,Big Spenders,3
Tyquan Metz,1,55,47,3,4,3,343,2,3,2,232,Regular,5
Tyra Stanton DDS,1,64,64,4,4,3,443,2,3,3,233,Big Spenders,3
Tyra Willms,4,5,250,1,1,1,111,5,5,5,555,VIP,1
Tyreek Windler,2,43,89,3,2,2,322,3,5,4,354,Big Spenders,3
Tyreese Hamill,1,34,52,2,4,3,243,3,3,2,332,Regular,5
Tyreese Renner,1,3,74,1,4,2,142,5,3,3,533,Loyal,2
Tyrek Cruickshank,1,30,29,2,4,4,244,3,3,1,331,Regular,5
Tyrek Macejkovic,11,4,650,1,1,1,111,5,5,5,555,VIP,1
Tyrese Lehner,1,67,22,4,4,4,444,1,3,1,131,Regular,5
Tyrin Corwin,1,74,67,4,4,3,443,1,3,3,133,Big Spenders,3
Tyrin Kertzmann,1,52,24,3,4,4,344,2,3,1,231,Regular,5
Tyrone Sauer,1,14,22,2,4,4,244,4,3,1,431,Loyal,2
Tyrus Beahan,3,31,186,2,1,1,211,3,5,5,355,Big Spenders,3
Tyshawn Daugherty,5,5,253,1,1,1,111,5,5,5,555,VIP,1
Tyshawn Dooley,1,35,62,2,4,3,243,3,3,3,333,Big Spenders,3
Tyshawn Witting,1,32,55,2,4,3,243,3,3,2,332,Regular,5
Ula Zieme,9,8,480,1,1,1,111,5,5,5,555,VIP,1
Ulises Bauch,1,27,52,2,4,3,243,3,3,2,332,Regular,5
Ulysses Cremin,1,52,70,3,4,2,342,2,3,3,233,Big Spenders,3
Ulysses Johnson,3,17,94,2,1,2,212,4,5,4,454,VIP,1
Unknown Jerde,2,19,97,2,2,2,222,4,5,4,454,VIP,1
Unknown McCullough,2,7,140,1,2,1,121,5,5,5,555,VIP,1
Unknown Moen,2,37,111,2,2,1,221,3,5,4,354,Big Spenders,3
Unnamed Vandervort,1,29,30,2,4,4,244,3,3,1,331,Regular,5
Urban Lueilwitz,1,47,77,3,4,2,342,2,3,4,234,Big Spenders,3
Uriah Bode,3,46,162,3,1,1,311,2,5,5,255,Big Spenders,3
Uriah Dietrich,1,86,50,4,4,3,443,1,3,2,132,Regular,5
Uriah West,1,47,22,3,4,4,344,2,3,1,231,Regular,5
Uriel Kuhn,4,47,151,3,1,1,311,2,5,5,255,Big Spenders,3
Uriel Leffler,1,25,32,2,4,4,244,4,3,1,431,Loyal,2
Urijah Runolfsdottir,4,14,199,2,1,1,211,4,5,5,455,VIP,1
Urijah Upton,3,86,150,4,1,1,411,1,5,5,155,Big Spenders,3
Val Stehr,1,47,80,3,4,2,342,2,3,4,234,Big Spenders,3
Val Walter,1,40,41,3,4,4,344,3,3,2,332,Regular,5
Valarie Kunde,2,40,76,3,2,2,322,3,5,4,354,Big Spenders,3
Valencia Keebler DVM,2,6,150,1,2,1,121,5,5,5,555,VIP,1
Valencia Kunde,3,18,125,2,1,1,211,4,5,5,455,VIP,1
Valencia Reichert,1,34,50,2,4,3,243,3,3,2,332,Regular,5
Valentin Harvey,1,72,30,4,4,4,444,1,3,1,131,Regular,5
Valentin Kuhic,2,47,116,3,2,1,321,2,5,4,254,Big Spenders,3
Valentina Miller,1,79,43,4,4,4,444,1,3,2,132,Regular,5
Valentino Nikolaus,1,86,66,4,4,3,443,1,3,3,133,Big Spenders,3
Valeria Bogisich,1,28,69,2,4,2,242,3,3,3,333,Big Spenders,3
Valerie Lockman,1,19,74,2,4,2,242,4,3,3,433,Loyal,2
Valerie Rosenbaum,1,5,49,1,4,3,143,5,3,2,532,Loyal,2
Valery Fahey,11,3,516,1,1,1,111,5,5,5,555,VIP,1
Valery Rippin,1,47,68,3,4,2,342,2,3,3,233,Big Spenders,3
Valinda Torp,2,85,118,4,2,1,421,1,5,4,154,Big Spenders,3
Vallie Powlowski,1,31,34,2,4,4,244,3,3,1,331,Regular,5
Valorie Watsica,1,66,59,4,4,3,443,2,3,3,233,Big Spenders,3
Van Walter V,1,3,64,1,4,3,143,5,3,3,533,Loyal,2
Vance Koch,2,5,117,1,2,1,121,5,5,4,554,VIP,1
Vance Marvin Jr.,1,4,58,1,4,3,143,5,3,3,533,Loyal,2
Vander Dooley,1,25,51,2,4,3,243,4,3,2,432,Loyal,2
Vander Harvey IV,1,81,45,4,4,3,443,1,3,2,132,Regular,5
Vanesa Kautzer,1,32,56,2,4,3,243,3,3,2,332,Regular,5
Vanesa Prohaska PhD,1,86,26,4,4,4,444,1,3,1,131,Regular,5
Vanesa Stroman,1,59,32,3,4,4,344,2,3,1,231,Regular,5
Vannie Kunze,1,58,31,3,4,4,344,2,3,1,231,Regular,5
Vara Brown,2,65,112,4,2,1,421,2,5,4,254,Big Spenders,3
Vashti Rutherford,1,25,33,2,4,4,244,4,3,1,431,Loyal,2
Vashti Schoen,1,11,32,1,4,4,144,4,3,1,431,Loyal,2
Vassie Harvey PhD,2,6,117,1,2,1,121,5,5,4,554,VIP,1
Vassie Swaniawski PhD,1,74,68,4,4,2,442,1,3,3,133,Big Spenders,3
Vaughn D'Amore,2,12,89,1,2,2,122,4,5,4,454,VIP,1
Vaughn Heathcote,1,72,80,4,4,2,442,1,3,4,134,Big Spenders,3
Vaughn Kulas,1,6,36,1,4,4,144,5,3,1,531,Loyal,2
Vaughn Lindgren,3,25,123,2,1,1,211,4,5,5,455,VIP,1
Velda Goyette,1,34,69,2,4,2,242,3,3,3,333,Big Spenders,3
Velda Hermann,7,14,370,2,1,1,211,4,5,5,455,VIP,1
Vella Heaney PhD,1,53,52,3,4,3,343,2,3,2,232,Regular,5
Velma Dietrich DVM,2,47,66,3,2,3,323,2,5,3,253,Big Spenders,3
Velma Hauck DDS,1,55,75,3,4,2,342,2,3,4,234,Big Spenders,3
Velva Carter,3,6,188,1,1,1,111,5,5,5,555,VIP,1
Velva Gusikowski,6,24,320,2,1,1,211,4,5,5,455,VIP,1
Velva Wisozk,3,39,143,3,1,1,311,3,5,5,355,Big Spenders,3
Velvet Bergnaum PhD,1,67,79,4,4,2,442,1,3,4,134,Big Spenders,3
Vena Padberg,1,53,75,3,4,2,342,2,3,4,234,Big Spenders,3
Venessa Toy,1,24,62,2,4,3,243,4,3,3,433,Loyal,2
Venice Smith,1,10,20,1,4,4,144,4,3,1,431,Loyal,2
Venita Ankunding,1,90,79,4,4,2,442,1,3,4,134,Big Spenders,3
Vennie Hudson,1,55,49,3,4,3,343,2,3,2,232,Regular,5
Vennie Keebler,1,5,43,1,4,4,144,5,4,2,542,Loyal,2
Vennie Keeling,1,64,29,4,4,4,444,2,4,1,241,Regular,5
Venus D'Amore,1,83,39,4,4,4,444,1,4,2,142,Regular,5
Vera Murazik DVM,1,81,37,4,4,4,444,1,4,1,141,Regular,5
Verda Towne,1,39,47,3,4,3,343,3,4,2,342,Regular,5
Verdell Kemmer,1,47,26,3,4,4,344,2,4,1,241,Regular,5
Verdie Aufderhar,1,36,73,2,4,2,242,3,4,3,343,Big Spenders,3
Verdie Cummerata DVM,3,26,159,2,1,1,211,3,5,5,355,Big Spenders,3
Vere Ankunding,1,45,62,3,4,3,343,3,4,3,343,Big Spenders,3
Vere Nicolas,3,21,152,2,1,1,211,4,5,5,455,VIP,1
Verena Volkman,1,13,34,2,4,4,244,4,4,1,441,Loyal,2
Vergie Aufderhar PhD,1,40,57,3,4,3,343,3,4,2,342,Regular,5
Vergie Mertz,2,47,70,3,2,2,322,2,5,3,253,Big Spenders,3
Verl Konopelski,2,4,50,1,2,3,123,5,5,2,552,Loyal,2
Verla Cole,2,87,53,4,2,3,423,1,5,2,152,Regular,5
Verla Hayes DVM,1,46,51,3,4,3,343,2,4,2,242,Regular,5
Verla Krajcik,2,6,137,1,2,1,121,5,5,5,555,VIP,1
Verla Larkin,2,15,132,2,2,1,221,4,5,5,455,VIP,1
Verla Schmeler,2,12,98,1,2,2,122,4,5,4,454,VIP,1
Verle Bode,3,44,140,3,1,1,311,3,5,5,355,Big Spenders,3
Verle Homenick,1,63,58,4,4,3,443,2,4,3,243,Big Spenders,3
Verle Koelpin,3,44,182,3,1,1,311,3,5,5,355,Big Spenders,3
Verlene Emmerich,3,13,100,2,1,2,212,4,5,4,454,VIP,1
Verlene Greenfelder,2,88,120,4,2,1,421,1,5,4,154,Big Spenders,3
Verlene Olson,2,12,127,1,2,1,121,4,5,5,455,VIP,1
Verlin Christiansen Sr.,2,25,108,2,2,1,221,4,5,4,454,VIP,1
Verlin McCullough,2,47,106,3,2,2,322,2,5,4,254,Big Spenders,3
Verlon Kuphal,2,86,88,4,2,2,422,1,5,4,154,Big Spenders,3
Verlon Lesch,1,0,34,1,4,4,144,5,4,1,541,Loyal,2
Verlon Will,1,47,62,3,4,3,343,2,4,3,243,Big Spenders,3
Vern Gerlach,1,29,43,2,4,4,244,3,4,2,342,Regular,5
Verna Hudson,2,18,114,2,2,1,221,4,5,4,454,VIP,1
Vernal Funk,1,69,53,4,4,3,443,1,4,2,142,Regular,5
Vernal Greenholt PhD,2,70,65,4,2,3,423,1,5,3,153,Big Spenders,3
Vernal Welch,2,2,78,1,2,2,122,5,5,4,554,VIP,1
Verne Lueilwitz,1,43,68,3,4,2,342,3,4,3,343,Big Spenders,3
Verne Schultz,1,46,26,3,4,4,344,2,4,1,241,Regular,5
Vernell Lockman,1,81,75,4,4,2,442,1,4,4,144,Big Spenders,3
Vernell Mohr,1,5,41,1,4,4,144,5,4,2,542,Loyal,2
Vernelle Cassin DVM,1,89,59,4,4,3,443,1,4,3,143,Big Spenders,3
Vernelle Marks,6,12,322,1,1,1,111,4,5,5,455,VIP,1
Vernelle Rolfson DVM,1,10,22,1,4,4,144,4,4,1,441,Loyal,2
Vernelle Wilderman,2,58,93,3,2,2,322,2,5,4,254,Big Spenders,3
Verner Berge,1,35,35,2,4,4,244,3,4,1,341,Regular,5
Verner Dickens,1,3,61,1,4,3,143,5,4,3,543,Loyal,2
Verner Towne,1,68,47,4,4,3,443,1,4,2,142,Regular,5
Verner Walsh,1,3,71,1,4,2,142,5,4,3,543,Loyal,2
Vernetta Jakubowski,1,71,24,4,4,4,444,1,4,1,141,Regular,5
Vernetta Steuber,1,59,71,3,4,2,342,2,4,3,243,Big Spenders,3
Vernia Brown,1,30,79,2,4,2,242,3,4,4,344,Big Spenders,3
Vernice Cormier,1,6,51,1,4,3,143,5,4,2,542,Loyal,2
Vernie Reynolds Sr.,1,88,63,4,4,3,443,1,4,3,143,Big Spenders,3
Vernita Maggio,1,12,71,1,4,2,142,4,4,3,443,Loyal,2
Verona Langosh,2,54,135,3,2,1,321,2,5,5,255,Big Spenders,3
Verona Rolfson,1,83,41,4,4,4,444,1,4,2,142,Regular,5
Verona Welch PhD,1,87,74,4,4,2,442,1,4,3,143,Big Spenders,3
